Date,usd_zar_logret,Brent_Oil_logret,Natural_Gas_logret,US_Soybean_Oil_logret,US_Soybean_Meal_logret,Gold_logret,US_Copper_logret,Silver_logret,US_Sugar_logret,US_Soybeans_logret,Hard_Red_Winter_Wheat_logret,Orange_Juice_logret,platinum_logret,US_beef_logret,Palladium_logret,US_Cotton_logret,Cocoa_logret,Coffee_logret,Corn_logret,Heating_Oil_logret,Lean_Hogs_logret,Oats_logret,RBOB_Gasoline_logret,Rice_logret,WTI_Crude_Oil_logret
2000-01-04,-0.006715281971093168,,,0.008082108028452328,0.010193768189542318,,-0.0018697418971540813,,-0.05561669065925723,0.01683450019779187,-0.0009119927672687211,,,,-0.0450736914688763,-0.027258934535674406,0.00720291229405845,-0.002148228538289665,,,,0.002139038248749614,,-0.011373636274506493,
2000-01-05,-0.002468121368083498,-0.027433141780156767,-0.003683245416296388,0.007402871562280922,0.018754735915695875,-0.005655723806854418,-0.0018732443816802946,-0.031178718248450865,0.006908490343811469,0.010712475233802365,0.008178146443891698,,-0.023070746009970833,,-0.0472016199565477,-0.02802285636937718,-0.005998818229253189,0.020013429448604292,,,,-0.002139038248749614,,-0.004697649247337177,
2000-01-06,0.0016460909066686735,-0.0046462596784557775,0.012832440069884377,0.006738157193976857,-0.010673883861756828,0.001062887611135821,0.016119381879883182,-0.00828760646022797,-0.006908490343811469,-0.002667379548970672,-0.004535155165390492,,-0.018993223813352778,,-0.08528127275184705,0.06780805072423135,0.011961865117499748,-0.014865425768173957,,,,0.002139038248749614,,0.0012761043742752776,
2000-01-07,-0.00379006797926551,-0.02269418740281237,-0.010528822372991575,0.007905179507113225,0.0,0.0017689726884349,0.0064979079855254085,0.005404375246143234,0.012058716320127338,0.007450806155865131,0.009950330853167877,,0.004842624475787538,,0.06643818889705422,0.007671740583732323,0.014167887518730993,-0.02337766203148739,,,,0.002134472528632081,,-0.004713711441765911,
2000-01-10,0.0032142443299076895,0.02734044708126815,0.01959506761074481,-0.012187841299114321,-0.009434032233358813,-0.0007072136079768754,0.019244164229509003,-0.0009629273733935406,-0.0017137964777345083,-0.011197131115486592,0.0071749186722946945,,0.0024125464053836865,,0.17633512715877497,0.0226682856819993,-0.016548841024473404,0.02935041524142612,,,,0.006376217139276719,,0.005191878643667325,
2000-01-11,0.002219209393087729,0.036819050308635415,0.019661044399156946,-0.012338219444039122,0.007419932861657763,0.005995433229540659,0.006333294754750612,0.0009629273733935406,-0.027827882622740274,0.001607286710871847,0.0008932559772150128,,-0.00483092726966472,,0.05248587051109954,0.007443326419325658,0.008308653139017075,0.0021244961754405267,,,,-0.0085106896679088,,0.00039827265323744143,
2000-01-12,-0.0035366241575263135,0.007687676947402355,-0.007104825623744482,0.008652711586863315,0.014014243374811386,-0.0024643561142800863,0.023544348305308438,-0.010060057758411789,-0.03957350906450796,0.011708489264900201,0.02032769950567115,,0.010597387067788233,,0.07543966279072922,0.02805098521009075,0.009411834182347256,0.009714913154320826,,,,0.016949558313773316,,-0.005990657196494498,
2000-01-13,-0.0018968295654691048,0.006828706993721845,0.00355872261699397,0.029708156285582543,0.01903569129774052,0.004922654103820534,-0.0034965070587293368,0.0019425025533081897,0.007312646846286519,0.019387560360677902,0.01476362030559919,,0.00597159313405804,,-0.01926669358732358,-0.005424087527031496,0.019710783063932702,-0.003368372026877786,,,,0.012526259819179764,,0.037580059303998326,
2000-01-14,0.0029673612278020567,0.019425784293933823,0.030610172998255858,-0.005991629668266274,0.007772059847702906,-0.0007017544147638333,0.00698083114134021,-0.0005823546704424309,-0.007312646846286519,0.007753980436904229,0.010291686036548064,,0.01301331526381233,0.003252495266335309,-0.019645203644963694,-0.005453668776739917,-0.024405627368140337,-0.05193724376466324,,,,-0.004158010148663571,,-0.036619130048176185,
2000-01-17,0.0017269031058624318,0.0070422826254130655,0.019511253848373933,0.02052116621948441,0.02106684996771957,0.012296845309490934,0.0030388562565125954,0.002182083542518143,-0.02226437049739971,0.02554628342658738,-0.0025630086648895656,,0.009300792308291506,-0.0013774836615185748,-0.061363111070956045,-0.01654176501566962,-0.019602647293513797,0.02109966305519695,,,,0.0015612805669524832,,0.002098795274255494,
